Barcode,Cluster
48302,Invasive_Tumor
48303,Macrophages_1
48304,Invasive_Tumor
48305,Invasive_Tumor
48306,Invasive_Tumor
48307,Prolif_Invasive_Tumor
48308,Prolif_Invasive_Tumor
48309,Prolif_Invasive_Tumor
48310,Invasive_Tumor
48311,Invasive_Tumor
48312,Invasive_Tumor
48313,Invasive_Tumor
48314,Invasive_Tumor
48315,Invasive_Tumor
48316,Invasive_Tumor
48317,Endothelial
48318,Endothelial
48319,Invasive_Tumor
48320,Macrophages_1
48321,CD4+_T_Cells
48322,Invasive_Tumor
48323,Invasive_Tumor
48324,Macrophages_2
48325,Unlabeled
48326,Stromal
48327,Invasive_Tumor
48328,Invasive_Tumor
48329,Prolif_Invasive_Tumor
48330,Invasive_Tumor
48331,Invasive_Tumor
48332,Invasive_Tumor
48333,Invasive_Tumor
48334,Invasive_Tumor
48335,Invasive_Tumor
48336,Invasive_Tumor
48337,CD8+_T_Cells
48338,Stromal
48339,Invasive_Tumor
48340,Invasive_Tumor
48341,Invasive_Tumor
48342,Macrophages_1
48343,Macrophages_1
48344,Invasive_Tumor
48345,Invasive_Tumor
48346,Invasive_Tumor
48347,Invasive_Tumor
48348,Prolif_Invasive_Tumor
48349,Invasive_Tumor
48350,Invasive_Tumor
48351,CD8+_T_Cells
48352,Invasive_Tumor
48353,Stromal
48354,Invasive_Tumor
48355,Invasive_Tumor
48356,Invasive_Tumor
48357,Stromal
48358,Invasive_Tumor
48359,Unlabeled
48360,Invasive_Tumor
48361,Stromal
48362,Invasive_Tumor
48363,Stromal
48364,Invasive_Tumor
48365,Invasive_Tumor
48366,Invasive_Tumor
48367,Endothelial
48368,Invasive_Tumor
48369,Invasive_Tumor
48370,Invasive_Tumor
48371,Invasive_Tumor
48372,Invasive_Tumor
48373,Invasive_Tumor
48374,Invasive_Tumor
48375,Invasive_Tumor
48376,Invasive_Tumor
48377,Invasive_Tumor
48378,Invasive_Tumor
48379,Invasive_Tumor
48380,Invasive_Tumor
48381,Invasive_Tumor
48382,Stromal
48383,Invasive_Tumor
48384,Prolif_Invasive_Tumor
48385,Invasive_Tumor
48386,Invasive_Tumor
48387,Invasive_Tumor
48388,Prolif_Invasive_Tumor
48389,Invasive_Tumor
48390,Invasive_Tumor
48391,Invasive_Tumor
48392,Macrophages_1
48393,Invasive_Tumor
48394,Invasive_Tumor
48395,Invasive_Tumor
48396,Stromal
48397,B_Cells
48398,Stromal
48399,Invasive_Tumor
48400,Stromal
48401,Macrophages_1
48402,Invasive_Tumor
48403,Prolif_Invasive_Tumor
48404,T_Cell_&_Tumor_Hybrid
48405,Invasive_Tumor
48406,Invasive_Tumor
48407,Invasive_Tumor
48408,Invasive_Tumor
48409,Invasive_Tumor
48410,Invasive_Tumor
48411,Prolif_Invasive_Tumor
48412,Stromal
48413,Prolif_Invasive_Tumor
48414,Invasive_Tumor
48415,T_Cell_&_Tumor_Hybrid
48416,Invasive_Tumor
48417,Stromal
48418,Stromal
48419,Prolif_Invasive_Tumor
48420,Invasive_Tumor
48421,Invasive_Tumor
48422,Macrophages_2
48423,Prolif_Invasive_Tumor
48424,Invasive_Tumor
48425,Invasive_Tumor
48426,Unlabeled
48427,Invasive_Tumor
48428,Invasive_Tumor
48429,Invasive_Tumor
48430,Invasive_Tumor
48431,Invasive_Tumor
48432,Macrophages_2
48433,Invasive_Tumor
48434,Invasive_Tumor
48435,Stromal
48436,Macrophages_1
48437,Stromal
48438,Stromal
48439,Invasive_Tumor
48440,Stromal
48441,Invasive_Tumor
48442,Endothelial
48443,Invasive_Tumor
48444,Invasive_Tumor
48445,Invasive_Tumor
48446,Unlabeled
48447,Stromal
48448,Prolif_Invasive_Tumor
48449,Invasive_Tumor
48450,Stromal
48451,Invasive_Tumor
48452,Prolif_Invasive_Tumor
48453,Invasive_Tumor
48454,Invasive_Tumor
48455,Invasive_Tumor
48456,Invasive_Tumor
48457,Invasive_Tumor
48458,Invasive_Tumor
48459,Invasive_Tumor
48460,Invasive_Tumor
48461,Invasive_Tumor
48462,Invasive_Tumor
48463,Invasive_Tumor
48464,Prolif_Invasive_Tumor
48465,Invasive_Tumor
48466,Prolif_Invasive_Tumor
48467,Invasive_Tumor
48468,Invasive_Tumor
48469,Prolif_Invasive_Tumor
48470,Prolif_Invasive_Tumor
48471,Invasive_Tumor
48472,Invasive_Tumor
48473,Prolif_Invasive_Tumor
48474,Stromal
48475,Invasive_Tumor
48476,Invasive_Tumor
48477,Invasive_Tumor
48478,Prolif_Invasive_Tumor
48479,Macrophages_1
48480,Invasive_Tumor
48481,Invasive_Tumor
48482,Invasive_Tumor
48483,Invasive_Tumor
48484,Unlabeled
48485,Invasive_Tumor
48486,Invasive_Tumor
48487,Invasive_Tumor
48488,Invasive_Tumor
48489,Invasive_Tumor
48490,Endothelial
48491,Macrophages_1
48492,Stromal
48493,Stromal
48494,Invasive_Tumor
48495,Stromal
48496,Invasive_Tumor
48497,Invasive_Tumor
48498,Invasive_Tumor
48499,Stromal
48500,Invasive_Tumor
48501,CD8+_T_Cells
48502,Invasive_Tumor
48503,Endothelial
48504,Stromal
48505,Invasive_Tumor
48506,Endothelial
48507,Invasive_Tumor
48508,Stromal
48509,Stromal
48510,Invasive_Tumor
48511,Unlabeled
48512,Invasive_Tumor
48513,Stromal
48514,Invasive_Tumor
48515,Prolif_Invasive_Tumor
48516,CD4+_T_Cells
48517,Invasive_Tumor
48518,Macrophages_2
48519,Macrophages_1
48520,Macrophages_1
48521,Prolif_Invasive_Tumor
48522,Macrophages_1
48523,Stromal
48524,Invasive_Tumor
48525,Invasive_Tumor
48526,Prolif_Invasive_Tumor
48527,Invasive_Tumor
48528,Invasive_Tumor
48529,Invasive_Tumor
48530,Macrophages_1
48531,Stromal
48532,CD8+_T_Cells
48533,Invasive_Tumor
48534,Invasive_Tumor
48535,Prolif_Invasive_Tumor
48536,Invasive_Tumor
48537,Stromal
48538,Invasive_Tumor
48539,Invasive_Tumor
48540,Stromal
48541,Invasive_Tumor
48542,Invasive_Tumor
48543,Invasive_Tumor
48544,Invasive_Tumor
48545,Invasive_Tumor
48546,Invasive_Tumor
48547,Invasive_Tumor
48548,Invasive_Tumor
48549,Invasive_Tumor
48550,Invasive_Tumor
48551,Invasive_Tumor
48552,Prolif_Invasive_Tumor
48553,Invasive_Tumor
48554,Invasive_Tumor
48555,Invasive_Tumor
48556,B_Cells
48557,Invasive_Tumor
48558,Invasive_Tumor
48559,Endothelial
48560,Prolif_Invasive_Tumor
48561,Invasive_Tumor
48562,Invasive_Tumor
48563,T_Cell_&_Tumor_Hybrid
48564,Invasive_Tumor
48565,Invasive_Tumor
48566,Prolif_Invasive_Tumor
48567,Invasive_Tumor
48568,Invasive_Tumor
48569,Invasive_Tumor
48570,Invasive_Tumor
48571,Invasive_Tumor
48572,Invasive_Tumor
48573,Prolif_Invasive_Tumor
48574,Prolif_Invasive_Tumor
48575,Stromal
48576,Invasive_Tumor
48577,Invasive_Tumor
48578,Stromal
48579,Invasive_Tumor
48580,Prolif_Invasive_Tumor
48581,Invasive_Tumor
48582,Invasive_Tumor
48583,Invasive_Tumor
48584,Invasive_Tumor
48585,Invasive_Tumor
48586,Invasive_Tumor
48587,Invasive_Tumor
48588,Invasive_Tumor
48589,Invasive_Tumor
48590,Prolif_Invasive_Tumor
48591,Macrophages_1
48592,Invasive_Tumor
48593,Invasive_Tumor
48594,Invasive_Tumor
48595,Invasive_Tumor
48596,Invasive_Tumor
48597,Invasive_Tumor
48598,Invasive_Tumor
48599,Invasive_Tumor
48600,Invasive_Tumor
48601,Invasive_Tumor
48602,Invasive_Tumor
48603,Prolif_Invasive_Tumor
48604,Invasive_Tumor
48605,Invasive_Tumor
48606,Invasive_Tumor
48607,Invasive_Tumor
48608,Invasive_Tumor
48609,T_Cell_&_Tumor_Hybrid
48610,Invasive_Tumor
48611,Stromal
48612,Invasive_Tumor
48613,Invasive_Tumor
48614,Invasive_Tumor
48615,Macrophages_1
48616,Endothelial
48617,Invasive_Tumor
48618,Stromal
48619,Invasive_Tumor
48620,Invasive_Tumor
48621,Invasive_Tumor
48622,Prolif_Invasive_Tumor
48623,Invasive_Tumor
48624,Invasive_Tumor
48625,Macrophages_1
48626,Prolif_Invasive_Tumor
48627,Endothelial
48628,Endothelial
48629,Stromal
48630,Stromal
48631,Stromal
48632,Invasive_Tumor
48633,Stromal
48634,Invasive_Tumor
48635,Invasive_Tumor
48636,Invasive_Tumor
48637,Invasive_Tumor
48638,Invasive_Tumor
48639,Invasive_Tumor
48640,Invasive_Tumor
48641,Invasive_Tumor
48642,Invasive_Tumor
48643,Invasive_Tumor
48644,Invasive_Tumor
48645,Macrophages_1
48646,Invasive_Tumor
48647,Invasive_Tumor
48648,Invasive_Tumor
48649,DCIS_2
48650,Invasive_Tumor
48651,Invasive_Tumor
48652,Invasive_Tumor
48653,Invasive_Tumor
48654,Invasive_Tumor
48655,Stromal
48656,Stromal
48657,Macrophages_1
48658,Stromal
48659,Perivascular-Like
48660,Invasive_Tumor
48661,Endothelial
48662,Unlabeled
48663,T_Cell_&_Tumor_Hybrid
48664,CD8+_T_Cells
48665,CD4+_T_Cells
48666,CD4+_T_Cells
48667,Endothelial
48668,Macrophages_1
48669,CD4+_T_Cells
48670,Invasive_Tumor
48671,CD8+_T_Cells
48672,CD4+_T_Cells
48673,CD8+_T_Cells
48674,B_Cells
48675,Macrophages_1
48676,CD8+_T_Cells
48677,Unlabeled
48678,CD8+_T_Cells
48679,CD4+_T_Cells
48680,CD4+_T_Cells
48681,Macrophages_1
48682,Endothelial
48683,Macrophages_1
48684,CD4+_T_Cells
48685,CD4+_T_Cells
48686,CD8+_T_Cells
48687,B_Cells
48688,Macrophages_1
48689,Perivascular-Like
48690,CD8+_T_Cells
48691,Stromal
48692,CD4+_T_Cells
48693,Macrophages_1
48694,CD4+_T_Cells
48695,CD4+_T_Cells
48696,Stromal
48697,CD4+_T_Cells
48698,Macrophages_1
48699,CD8+_T_Cells
48700,Stromal
48701,LAMP3+_DCs
48702,Macrophages_1
48703,CD4+_T_Cells
48704,CD4+_T_Cells
48705,Macrophages_1
48706,Macrophages_1
48707,Macrophages_1
48708,Invasive_Tumor
48709,T_Cell_&_Tumor_Hybrid
48710,Endothelial
48711,Invasive_Tumor
48712,Invasive_Tumor
48713,Stromal
48714,Stromal
48715,CD4+_T_Cells
48716,Stromal
48717,Macrophages_1
48718,Stromal
48719,CD4+_T_Cells
48720,Stromal
48721,Unlabeled
48722,CD4+_T_Cells
48723,Endothelial
48724,Endothelial
48725,Invasive_Tumor
48726,Invasive_Tumor
48727,Invasive_Tumor
48728,Invasive_Tumor
48729,Invasive_Tumor
48730,Invasive_Tumor
48731,Prolif_Invasive_Tumor
48732,Stromal
48733,CD8+_T_Cells
48734,Macrophages_1
48735,CD8+_T_Cells
48736,B_Cells
48737,T_Cell_&_Tumor_Hybrid
48738,CD8+_T_Cells
48739,Macrophages_1
48740,Stromal
48741,Macrophages_1
48742,CD8+_T_Cells
48743,B_Cells
48744,Macrophages_1
48745,Unlabeled
48746,Invasive_Tumor
48747,Invasive_Tumor
48748,Prolif_Invasive_Tumor
48749,CD8+_T_Cells
48750,Invasive_Tumor
48751,Invasive_Tumor
48752,CD4+_T_Cells
48753,Invasive_Tumor
48754,CD8+_T_Cells
48755,Macrophages_1
48756,Invasive_Tumor
48757,Invasive_Tumor
48758,CD8+_T_Cells
48759,Invasive_Tumor
48760,Invasive_Tumor
48761,Invasive_Tumor
48762,Stromal
48763,Invasive_Tumor
48764,Prolif_Invasive_Tumor
48765,Macrophages_1
48766,Stromal
48767,Invasive_Tumor
48768,Stromal
48769,Invasive_Tumor
48770,Stromal
48771,Invasive_Tumor
48772,Unlabeled
48773,Invasive_Tumor
48774,Unlabeled
48775,Macrophages_1
48776,Invasive_Tumor
48777,Macrophages_1
48778,Invasive_Tumor
48779,Macrophages_1
48780,CD8+_T_Cells
48781,CD8+_T_Cells
48782,CD8+_T_Cells
48783,Endothelial
48784,Invasive_Tumor
48785,CD8+_T_Cells
48786,Invasive_Tumor
48787,Invasive_Tumor
48788,Invasive_Tumor
48789,Invasive_Tumor
48790,CD8+_T_Cells
48791,Invasive_Tumor
48792,Prolif_Invasive_Tumor
48793,Invasive_Tumor
48794,Prolif_Invasive_Tumor
48795,Invasive_Tumor
48796,Invasive_Tumor
48797,Invasive_Tumor
48798,Invasive_Tumor
48799,Invasive_Tumor
48800,Invasive_Tumor
48801,Invasive_Tumor
48802,Invasive_Tumor
48803,Invasive_Tumor
48804,Invasive_Tumor
48805,Invasive_Tumor
48806,Invasive_Tumor
48807,Invasive_Tumor
48808,Invasive_Tumor
48809,Prolif_Invasive_Tumor
48810,Invasive_Tumor
48811,Invasive_Tumor
48812,Invasive_Tumor
48813,Prolif_Invasive_Tumor
48814,Invasive_Tumor
48815,Invasive_Tumor
48816,Macrophages_1
48817,Prolif_Invasive_Tumor
48818,Stromal
48819,Invasive_Tumor
48820,Invasive_Tumor
48821,Invasive_Tumor
48822,Stromal
48823,Stromal
48824,Invasive_Tumor
48825,Prolif_Invasive_Tumor
48826,Invasive_Tumor
48827,Macrophages_1
48828,Invasive_Tumor
48829,Stromal
48830,Invasive_Tumor
48831,Macrophages_1
48832,Invasive_Tumor
48833,Unlabeled
48834,Macrophages_1
48835,Invasive_Tumor
48836,Invasive_Tumor
48837,Invasive_Tumor
48838,Macrophages_1
48839,Invasive_Tumor
48840,Invasive_Tumor
48841,Invasive_Tumor
48842,Invasive_Tumor
48843,Invasive_Tumor
48844,Prolif_Invasive_Tumor
48845,Invasive_Tumor
48846,Prolif_Invasive_Tumor
48847,Invasive_Tumor
48848,Invasive_Tumor
48849,Invasive_Tumor
48850,Invasive_Tumor
48851,Invasive_Tumor
48852,Prolif_Invasive_Tumor
48853,Invasive_Tumor
48854,Invasive_Tumor
48855,Invasive_Tumor
48856,Prolif_Invasive_Tumor
48857,Invasive_Tumor
48858,Invasive_Tumor
48859,Invasive_Tumor
48860,Invasive_Tumor
48861,Invasive_Tumor
48862,Invasive_Tumor
48863,Invasive_Tumor
48864,Prolif_Invasive_Tumor
48865,Invasive_Tumor
48866,Invasive_Tumor
48867,Invasive_Tumor
48868,Invasive_Tumor
48869,Invasive_Tumor
48870,Invasive_Tumor
48871,Invasive_Tumor
48872,Invasive_Tumor
48873,Invasive_Tumor
48874,Invasive_Tumor
48875,Invasive_Tumor
48876,CD8+_T_Cells
48877,Invasive_Tumor
48878,Invasive_Tumor
48879,Invasive_Tumor
48880,Invasive_Tumor
48881,Invasive_Tumor
48882,Invasive_Tumor
48883,Invasive_Tumor
48884,Stromal
48885,Invasive_Tumor
48886,Macrophages_1
48887,Invasive_Tumor
48888,Invasive_Tumor
48889,Invasive_Tumor
48890,Invasive_Tumor
48891,Stromal
48892,Invasive_Tumor
48893,Invasive_Tumor
48894,Macrophages_1
48895,Invasive_Tumor
48896,Prolif_Invasive_Tumor
48897,Invasive_Tumor
48898,Invasive_Tumor
48899,Invasive_Tumor
48900,Invasive_Tumor
48901,Invasive_Tumor
48902,Prolif_Invasive_Tumor
48903,Macrophages_1
48904,Invasive_Tumor
48905,Invasive_Tumor
48906,Prolif_Invasive_Tumor
48907,Invasive_Tumor
48908,Invasive_Tumor
48909,Invasive_Tumor
48910,Stromal
48911,Invasive_Tumor
48912,Stromal
48913,Invasive_Tumor
48914,T_Cell_&_Tumor_Hybrid
48915,Invasive_Tumor
48916,Invasive_Tumor
48917,Invasive_Tumor
48918,Invasive_Tumor
48919,Stromal
48920,Prolif_Invasive_Tumor
48921,Invasive_Tumor
48922,Invasive_Tumor
48923,Invasive_Tumor
48924,Invasive_Tumor
48925,Prolif_Invasive_Tumor
48926,Prolif_Invasive_Tumor
48927,Invasive_Tumor
48928,Invasive_Tumor
48929,Invasive_Tumor
48930,Prolif_Invasive_Tumor
48931,Invasive_Tumor
48932,Stromal
48933,Invasive_Tumor
48934,Invasive_Tumor
48935,B_Cells
48936,Invasive_Tumor
48937,Invasive_Tumor
48938,Invasive_Tumor
48939,Invasive_Tumor
48940,CD8+_T_Cells
48941,Invasive_Tumor
48942,Invasive_Tumor
48943,CD4+_T_Cells
48944,CD4+_T_Cells
48945,Invasive_Tumor
48946,Endothelial
48947,Invasive_Tumor
48948,Invasive_Tumor
48949,Stromal
48950,Invasive_Tumor
48951,Invasive_Tumor
48952,Prolif_Invasive_Tumor
48953,Endothelial
48954,Endothelial
48955,Endothelial
48956,Invasive_Tumor
48957,Invasive_Tumor
48958,Stromal
48959,Invasive_Tumor
48960,Invasive_Tumor
48961,CD4+_T_Cells
48962,Stromal_&_T_Cell_Hybrid
48963,Invasive_Tumor
48964,Invasive_Tumor
48965,Stromal
48966,Invasive_Tumor
48967,Invasive_Tumor
48968,Invasive_Tumor
48969,Invasive_Tumor
48970,Stromal
48971,Unlabeled
48972,CD8+_T_Cells
48973,Macrophages_1
48974,Stromal
48975,Invasive_Tumor
48976,CD4+_T_Cells
48977,Prolif_Invasive_Tumor
48978,Invasive_Tumor
48979,Stromal_&_T_Cell_Hybrid
48980,Invasive_Tumor
48981,Invasive_Tumor
48982,Invasive_Tumor
48983,Stromal
48984,Prolif_Invasive_Tumor
48985,Unlabeled
48986,Invasive_Tumor
48987,Endothelial
48988,Endothelial
48989,Endothelial
48990,CD4+_T_Cells
48991,Invasive_Tumor
48992,Invasive_Tumor
48993,Invasive_Tumor
48994,Endothelial
48995,Invasive_Tumor
48996,Invasive_Tumor
48997,CD4+_T_Cells
48998,Invasive_Tumor
48999,Endothelial
49000,Invasive_Tumor
49001,T_Cell_&_Tumor_Hybrid
49002,Macrophages_1
49003,Invasive_Tumor
49004,Invasive_Tumor
49005,Invasive_Tumor
49006,Prolif_Invasive_Tumor
49007,Macrophages_1
49008,Stromal
49009,Stromal
49010,Invasive_Tumor
49011,Invasive_Tumor
49012,Invasive_Tumor
49013,B_Cells
49014,Invasive_Tumor
49015,Invasive_Tumor
49016,Stromal
49017,Invasive_Tumor
49018,Invasive_Tumor
49019,Stromal
49020,Invasive_Tumor
49021,Invasive_Tumor
49022,Macrophages_1
49023,Invasive_Tumor
49024,Macrophages_1
49025,Invasive_Tumor
49026,Stromal
49027,Stromal
49028,Macrophages_1
49029,Invasive_Tumor
49030,Stromal
49031,Macrophages_1
49032,Macrophages_1
49033,Invasive_Tumor
49034,Invasive_Tumor
49035,Invasive_Tumor
49036,CD8+_T_Cells
49037,Macrophages_1
49038,CD8+_T_Cells
49039,Invasive_Tumor
49040,Invasive_Tumor
49041,CD4+_T_Cells
49042,Macrophages_1
49043,CD8+_T_Cells
49044,Invasive_Tumor
49045,Invasive_Tumor
49046,Invasive_Tumor
49047,CD8+_T_Cells
49048,Prolif_Invasive_Tumor
49049,Invasive_Tumor
49050,Invasive_Tumor
49051,T_Cell_&_Tumor_Hybrid
49052,Invasive_Tumor
49053,Invasive_Tumor
49054,Invasive_Tumor
49055,Prolif_Invasive_Tumor
49056,Invasive_Tumor
49057,Invasive_Tumor
49058,Invasive_Tumor
49059,Invasive_Tumor
49060,Invasive_Tumor
49061,Invasive_Tumor
49062,Invasive_Tumor
49063,Invasive_Tumor
49064,Invasive_Tumor
49065,Invasive_Tumor
49066,Invasive_Tumor
49067,Invasive_Tumor
49068,Stromal
49069,Invasive_Tumor
49070,Invasive_Tumor
49071,Stromal
49072,Invasive_Tumor
49073,Unlabeled
49074,Invasive_Tumor
49075,Invasive_Tumor
49076,Invasive_Tumor
49077,B_Cells
49078,Endothelial
49079,Invasive_Tumor
49080,Unlabeled
49081,Stromal
49082,Macrophages_1
49083,Stromal
49084,Endothelial
49085,Stromal
49086,Invasive_Tumor
49087,Stromal
49088,Invasive_Tumor
49089,Stromal
49090,Macrophages_1
49091,Invasive_Tumor
49092,Stromal
49093,Stromal
49094,Invasive_Tumor
49095,Invasive_Tumor
49096,Macrophages_1
49097,Unlabeled
49098,B_Cells
49099,Macrophages_1
49100,Invasive_Tumor
49101,Invasive_Tumor
49102,Stromal
49103,Invasive_Tumor
49104,Stromal
49105,Invasive_Tumor
49106,Invasive_Tumor
49107,Prolif_Invasive_Tumor
49108,Stromal
49109,Invasive_Tumor
49110,Invasive_Tumor
49111,Invasive_Tumor
49112,Invasive_Tumor
49113,Stromal
49114,Invasive_Tumor
49115,Invasive_Tumor
49116,Invasive_Tumor
49117,Invasive_Tumor
49118,Macrophages_1
49119,Prolif_Invasive_Tumor
49120,Prolif_Invasive_Tumor
49121,Invasive_Tumor
49122,Invasive_Tumor
49123,Invasive_Tumor
49124,Invasive_Tumor
49125,Invasive_Tumor
49126,Invasive_Tumor
49127,Invasive_Tumor
49128,Invasive_Tumor
49129,Invasive_Tumor
49130,Invasive_Tumor
49131,Stromal
49132,Prolif_Invasive_Tumor
49133,Invasive_Tumor
49134,Prolif_Invasive_Tumor
49135,Invasive_Tumor
49136,Prolif_Invasive_Tumor
49137,Invasive_Tumor
49138,Stromal
49139,DCIS_2
49140,Invasive_Tumor
49141,Invasive_Tumor
49142,Invasive_Tumor
49143,Invasive_Tumor
49144,Invasive_Tumor
49145,Invasive_Tumor
49146,Prolif_Invasive_Tumor
49147,Invasive_Tumor
49148,Invasive_Tumor
49149,Invasive_Tumor
49150,Invasive_Tumor
49151,Stromal
49152,Invasive_Tumor
49153,Invasive_Tumor
49154,Invasive_Tumor
49155,Stromal
49156,Invasive_Tumor
49157,Invasive_Tumor
49158,Invasive_Tumor
49159,Macrophages_1
49160,Invasive_Tumor
49161,Invasive_Tumor
49162,Stromal
49163,Invasive_Tumor
49164,Invasive_Tumor
49165,Invasive_Tumor
49166,Stromal
49167,Invasive_Tumor
49168,Invasive_Tumor
49169,Prolif_Invasive_Tumor
49170,Invasive_Tumor
49171,Prolif_Invasive_Tumor
49172,Invasive_Tumor
49173,Invasive_Tumor
49174,Invasive_Tumor
49175,Stromal
49176,Invasive_Tumor
49177,Invasive_Tumor
49178,Invasive_Tumor
49179,Invasive_Tumor
49180,Invasive_Tumor
49181,Invasive_Tumor
49182,Prolif_Invasive_Tumor
49183,Invasive_Tumor
49184,Invasive_Tumor
49185,Invasive_Tumor
49186,Invasive_Tumor
49187,Invasive_Tumor
49188,Prolif_Invasive_Tumor
49189,Invasive_Tumor
49190,Prolif_Invasive_Tumor
49191,Invasive_Tumor
49192,Invasive_Tumor
49193,Invasive_Tumor
49194,Invasive_Tumor
49195,Invasive_Tumor
49196,Invasive_Tumor
49197,Invasive_Tumor
49198,Invasive_Tumor
49199,Invasive_Tumor
49200,Invasive_Tumor
49201,Invasive_Tumor
49202,Invasive_Tumor
49203,Stromal
49204,Endothelial
49205,Endothelial
49206,Endothelial
49207,Stromal
49208,Unlabeled
49209,Stromal
49210,Endothelial
49211,Endothelial
49212,Endothelial
49213,CD8+_T_Cells
49214,B_Cells
49215,Unlabeled
49216,Endothelial
49217,Endothelial
49218,Endothelial
49219,Endothelial
49220,Stromal
49221,Endothelial
49222,Invasive_Tumor
49223,Invasive_Tumor
49224,Invasive_Tumor
49225,Invasive_Tumor
49226,Invasive_Tumor
49227,Invasive_Tumor
49228,Invasive_Tumor
49229,Invasive_Tumor
49230,Invasive_Tumor
49231,Invasive_Tumor
49232,Invasive_Tumor
49233,Invasive_Tumor
49234,Invasive_Tumor
49235,Invasive_Tumor
49236,Prolif_Invasive_Tumor
49237,Invasive_Tumor
49238,Prolif_Invasive_Tumor
49239,Invasive_Tumor
49240,Prolif_Invasive_Tumor
49241,Invasive_Tumor
49242,Invasive_Tumor
49243,Invasive_Tumor
49244,Invasive_Tumor
49245,Invasive_Tumor
49246,Invasive_Tumor
49247,Invasive_Tumor
49248,Invasive_Tumor
49249,Invasive_Tumor
49250,Invasive_Tumor
49251,Endothelial
49252,Invasive_Tumor
49253,Invasive_Tumor
49254,Invasive_Tumor
49255,Macrophages_1
49256,Macrophages_1
49257,Stromal
49258,Endothelial
49259,Invasive_Tumor
49260,Invasive_Tumor
49261,Stromal
49262,Stromal
49263,Invasive_Tumor
49264,Invasive_Tumor
49265,Invasive_Tumor
49266,Stromal
49267,Invasive_Tumor
49268,Invasive_Tumor
49269,Endothelial
49270,Invasive_Tumor
49271,Invasive_Tumor
49272,Invasive_Tumor
49273,Invasive_Tumor
49274,CD8+_T_Cells
49275,Stromal
49276,Invasive_Tumor
49277,Invasive_Tumor
49278,Macrophages_1
49279,Macrophages_1
49280,Prolif_Invasive_Tumor
49281,Macrophages_1
49282,CD4+_T_Cells
49283,CD4+_T_Cells
49284,CD4+_T_Cells
49285,Invasive_Tumor
49286,Invasive_Tumor
49287,CD8+_T_Cells
49288,Invasive_Tumor
49289,Invasive_Tumor
49290,Invasive_Tumor
49291,Invasive_Tumor
49292,Invasive_Tumor
49293,Invasive_Tumor
49294,CD4+_T_Cells
49295,Invasive_Tumor
49296,Invasive_Tumor
49297,Invasive_Tumor
49298,Invasive_Tumor
49299,Invasive_Tumor
49300,Invasive_Tumor
49301,Invasive_Tumor
49302,DCIS_2
49303,DCIS_2
49304,Invasive_Tumor
49305,DCIS_2
49306,DCIS_2
49307,DCIS_2
49308,DCIS_2
49309,Invasive_Tumor
49310,Unlabeled
49311,Invasive_Tumor
49312,DCIS_2
49313,Invasive_Tumor
49314,Invasive_Tumor
49315,Invasive_Tumor
49316,Invasive_Tumor
49317,DCIS_2
49318,DCIS_2
49319,Invasive_Tumor
49320,Invasive_Tumor
49321,Invasive_Tumor
49322,DCIS_2
49323,DCIS_2
49324,DCIS_2
49325,DCIS_2
49326,Prolif_Invasive_Tumor
49327,Invasive_Tumor
49328,Invasive_Tumor
49329,Invasive_Tumor
49330,DCIS_2
49331,Invasive_Tumor
49332,DCIS_2
49333,Invasive_Tumor
49334,DCIS_2
49335,Invasive_Tumor
49336,Invasive_Tumor
49337,DCIS_2
49338,Invasive_Tumor
49339,DCIS_2
49340,DCIS_2
49341,DCIS_2
49342,Myoepi_ACTA2+
49343,DCIS_2
49344,Invasive_Tumor
49345,Invasive_Tumor
49346,Invasive_Tumor
49347,DCIS_2
49348,Prolif_Invasive_Tumor
49349,DCIS_2
49350,DCIS_2
49351,DCIS_2
49352,Myoepi_ACTA2+
49353,Invasive_Tumor
49354,Myoepi_ACTA2+
49355,Invasive_Tumor
49356,DCIS_2
49357,Myoepi_ACTA2+
49358,DCIS_2
49359,Prolif_Invasive_Tumor
49360,Stromal
49361,Myoepi_ACTA2+
49362,Endothelial
49363,Myoepi_ACTA2+
49364,DCIS_2
49365,Myoepi_ACTA2+
49366,Unlabeled
49367,Myoepi_ACTA2+
49368,Myoepi_ACTA2+
49369,Myoepi_ACTA2+
49370,Myoepi_ACTA2+
49371,Myoepi_ACTA2+
49372,Myoepi_ACTA2+
49373,Endothelial
49374,Invasive_Tumor
49375,Invasive_Tumor
49376,Myoepi_ACTA2+
49377,DCIS_2
49378,DCIS_2
49379,Myoepi_ACTA2+
49380,Myoepi_ACTA2+
49381,Endothelial
49382,Stromal
49383,Stromal
49384,CD4+_T_Cells
49385,Stromal
49386,Macrophages_2
49387,Stromal
49388,CD8+_T_Cells
49389,Stromal
49390,Stromal
49391,Endothelial
49392,Stromal
49393,T_Cell_&_Tumor_Hybrid
49394,Macrophages_1
49395,T_Cell_&_Tumor_Hybrid
49396,Macrophages_1
49397,Macrophages_1
49398,B_Cells
49399,Invasive_Tumor
49400,Stromal
49401,Invasive_Tumor
49402,Macrophages_1
49403,Stromal
49404,Stromal
49405,T_Cell_&_Tumor_Hybrid
49406,B_Cells
49407,Endothelial
49408,Unlabeled
49409,Stromal
49410,Macrophages_1
49411,CD4+_T_Cells
49412,Stromal
49413,Invasive_Tumor
49414,Invasive_Tumor
49415,Invasive_Tumor
49416,Invasive_Tumor
49417,Invasive_Tumor
