Barcode,Cluster
33627,Endothelial
33628,Invasive_Tumor
33629,Invasive_Tumor
33630,Macrophages_1
33631,Stromal
33632,Invasive_Tumor
33633,Stromal
33634,Prolif_Invasive_Tumor
33635,Unlabeled
33636,Invasive_Tumor
33637,Stromal
33638,Invasive_Tumor
33639,Stromal
33640,T_Cell_&_Tumor_Hybrid
33641,Invasive_Tumor
33642,Prolif_Invasive_Tumor
33643,Endothelial
33644,Invasive_Tumor
33645,Prolif_Invasive_Tumor
33646,Invasive_Tumor
33647,Endothelial
33648,Prolif_Invasive_Tumor
33649,Invasive_Tumor
33650,Invasive_Tumor
33651,Prolif_Invasive_Tumor
33652,Prolif_Invasive_Tumor
33653,Invasive_Tumor
33654,Macrophages_1
33655,Prolif_Invasive_Tumor
33656,Invasive_Tumor
33657,Macrophages_1
33658,Invasive_Tumor
33659,Invasive_Tumor
33660,Invasive_Tumor
33661,Invasive_Tumor
33662,Invasive_Tumor
33663,Prolif_Invasive_Tumor
33664,Invasive_Tumor
33665,Prolif_Invasive_Tumor
33666,Invasive_Tumor
33667,Invasive_Tumor
33668,Prolif_Invasive_Tumor
33669,Invasive_Tumor
33670,Invasive_Tumor
33671,Invasive_Tumor
33672,Invasive_Tumor
33673,Invasive_Tumor
33674,Invasive_Tumor
33675,Invasive_Tumor
33676,Prolif_Invasive_Tumor
33677,Invasive_Tumor
33678,Invasive_Tumor
33679,Invasive_Tumor
33680,Invasive_Tumor
33681,Invasive_Tumor
33682,Invasive_Tumor
33683,Invasive_Tumor
33684,Invasive_Tumor
33685,Invasive_Tumor
33686,Invasive_Tumor
33687,Invasive_Tumor
33688,Invasive_Tumor
33689,Invasive_Tumor
33690,Invasive_Tumor
33691,Invasive_Tumor
33692,Invasive_Tumor
33693,Invasive_Tumor
33694,Invasive_Tumor
33695,Invasive_Tumor
33696,Invasive_Tumor
33697,Invasive_Tumor
33698,Invasive_Tumor
33699,Invasive_Tumor
33700,Invasive_Tumor
33701,Invasive_Tumor
33702,Invasive_Tumor
33703,Invasive_Tumor
33704,Invasive_Tumor
33705,Invasive_Tumor
33706,Invasive_Tumor
33707,Invasive_Tumor
33708,Prolif_Invasive_Tumor
33709,Invasive_Tumor
33710,Invasive_Tumor
33711,Endothelial
33712,Macrophages_1
33713,Prolif_Invasive_Tumor
33714,Invasive_Tumor
33715,Invasive_Tumor
33716,Stromal
33717,Unlabeled
33718,Invasive_Tumor
33719,Endothelial
33720,CD4+_T_Cells
33721,Stromal
33722,Invasive_Tumor
33723,Endothelial
33724,Endothelial
33725,Endothelial
33726,CD4+_T_Cells
33727,Endothelial
33728,Invasive_Tumor
33729,Prolif_Invasive_Tumor
33730,Stromal
33731,Invasive_Tumor
33732,Endothelial
33733,Endothelial
33734,Endothelial
33735,Invasive_Tumor
33736,Endothelial
33737,Invasive_Tumor
33738,Endothelial
33739,Endothelial
33740,Invasive_Tumor
33741,Invasive_Tumor
33742,Stromal
33743,Invasive_Tumor
33744,Invasive_Tumor
33745,Invasive_Tumor
33746,Endothelial
33747,Invasive_Tumor
33748,Endothelial
33749,Invasive_Tumor
33750,Prolif_Invasive_Tumor
33751,Macrophages_1
33752,Invasive_Tumor
33753,CD4+_T_Cells
33754,Prolif_Invasive_Tumor
33755,Invasive_Tumor
33756,Macrophages_1
33757,Macrophages_1
33758,Invasive_Tumor
33759,Prolif_Invasive_Tumor
33760,Invasive_Tumor
33761,Invasive_Tumor
33762,Invasive_Tumor
33763,Invasive_Tumor
33764,Prolif_Invasive_Tumor
33765,Invasive_Tumor
33766,Invasive_Tumor
33767,Invasive_Tumor
33768,Invasive_Tumor
33769,Invasive_Tumor
33770,Invasive_Tumor
33771,Invasive_Tumor
33772,Invasive_Tumor
33773,Endothelial
33774,Invasive_Tumor
33775,CD8+_T_Cells
33776,Endothelial
33777,Prolif_Invasive_Tumor
33778,Invasive_Tumor
33779,Prolif_Invasive_Tumor
33780,Invasive_Tumor
33781,Endothelial
33782,Invasive_Tumor
33783,Macrophages_1
33784,Invasive_Tumor
33785,Endothelial
33786,Prolif_Invasive_Tumor
33787,Invasive_Tumor
33788,Invasive_Tumor
33789,Macrophages_1
33790,Invasive_Tumor
33791,Invasive_Tumor
33792,Endothelial
33793,Invasive_Tumor
33794,Endothelial
33795,Invasive_Tumor
33796,Invasive_Tumor
33797,Endothelial
33798,Invasive_Tumor
33799,Invasive_Tumor
33800,Invasive_Tumor
33801,Invasive_Tumor
33802,Endothelial
33803,Stromal
33804,Invasive_Tumor
33805,Invasive_Tumor
33806,Invasive_Tumor
33807,Invasive_Tumor
33808,Invasive_Tumor
33809,Endothelial
33810,Invasive_Tumor
33811,Invasive_Tumor
33812,Stromal
33813,Stromal
33814,Stromal
33815,Invasive_Tumor
33816,Stromal
33817,Stromal
33818,Invasive_Tumor
33819,Invasive_Tumor
33820,Prolif_Invasive_Tumor
33821,Macrophages_1
33822,Stromal
33823,Invasive_Tumor
33824,Invasive_Tumor
33825,Invasive_Tumor
33826,Invasive_Tumor
33827,Invasive_Tumor
33828,Prolif_Invasive_Tumor
33829,Invasive_Tumor
33830,Invasive_Tumor
33831,Invasive_Tumor
33832,Invasive_Tumor
33833,Invasive_Tumor
33834,Invasive_Tumor
33835,Prolif_Invasive_Tumor
33836,Invasive_Tumor
33837,Invasive_Tumor
33838,Invasive_Tumor
33839,Invasive_Tumor
33840,Invasive_Tumor
33841,Prolif_Invasive_Tumor
33842,Invasive_Tumor
33843,Prolif_Invasive_Tumor
33844,Invasive_Tumor
33845,Prolif_Invasive_Tumor
33846,Invasive_Tumor
33847,Invasive_Tumor
33848,Prolif_Invasive_Tumor
33849,Invasive_Tumor
33850,Prolif_Invasive_Tumor
33851,Invasive_Tumor
33852,Invasive_Tumor
33853,Invasive_Tumor
33854,Invasive_Tumor
33855,Invasive_Tumor
33856,Invasive_Tumor
33857,Invasive_Tumor
33858,Invasive_Tumor
33859,Invasive_Tumor
33860,Prolif_Invasive_Tumor
33861,Invasive_Tumor
33862,Invasive_Tumor
33863,Prolif_Invasive_Tumor
33864,Invasive_Tumor
33865,Stromal
33866,Invasive_Tumor
33867,Stromal
33868,Invasive_Tumor
33869,Invasive_Tumor
33870,Prolif_Invasive_Tumor
33871,Invasive_Tumor
33872,Invasive_Tumor
33873,Invasive_Tumor
33874,Prolif_Invasive_Tumor
33875,Invasive_Tumor
33876,Invasive_Tumor
33877,Invasive_Tumor
33878,Prolif_Invasive_Tumor
33879,Invasive_Tumor
33880,Invasive_Tumor
33881,Stromal
33882,Invasive_Tumor
33883,Invasive_Tumor
33884,Prolif_Invasive_Tumor
33885,Invasive_Tumor
33886,Invasive_Tumor
33887,Invasive_Tumor
33888,Invasive_Tumor
33889,Invasive_Tumor
33890,Invasive_Tumor
33891,Invasive_Tumor
33892,Invasive_Tumor
33893,Invasive_Tumor
33894,CD8+_T_Cells
33895,Endothelial
33896,Invasive_Tumor
33897,Invasive_Tumor
33898,Invasive_Tumor
33899,Endothelial
33900,Prolif_Invasive_Tumor
33901,Invasive_Tumor
33902,Invasive_Tumor
33903,Endothelial
33904,Invasive_Tumor
33905,Stromal
33906,CD4+_T_Cells
33907,Endothelial
33908,Invasive_Tumor
33909,Invasive_Tumor
33910,Stromal
33911,Invasive_Tumor
33912,Stromal
33913,Prolif_Invasive_Tumor
33914,Invasive_Tumor
33915,Invasive_Tumor
33916,Invasive_Tumor
33917,Invasive_Tumor
33918,Invasive_Tumor
33919,Invasive_Tumor
33920,Prolif_Invasive_Tumor
33921,Prolif_Invasive_Tumor
33922,Invasive_Tumor
33923,Invasive_Tumor
33924,Invasive_Tumor
33925,Prolif_Invasive_Tumor
33926,Invasive_Tumor
33927,Invasive_Tumor
33928,Prolif_Invasive_Tumor
33929,Invasive_Tumor
33930,Invasive_Tumor
33931,Invasive_Tumor
33932,Prolif_Invasive_Tumor
33933,Invasive_Tumor
33934,Invasive_Tumor
33935,Prolif_Invasive_Tumor
33936,Invasive_Tumor
33937,Invasive_Tumor
33938,Stromal
33939,Invasive_Tumor
33940,Invasive_Tumor
33941,Invasive_Tumor
33942,Invasive_Tumor
33943,Invasive_Tumor
33944,Invasive_Tumor
33945,Invasive_Tumor
33946,Invasive_Tumor
33947,Prolif_Invasive_Tumor
33948,Invasive_Tumor
33949,Stromal
33950,Invasive_Tumor
33951,Invasive_Tumor
33952,Prolif_Invasive_Tumor
33953,Invasive_Tumor
33954,Invasive_Tumor
33955,Invasive_Tumor
33956,Prolif_Invasive_Tumor
33957,Invasive_Tumor
33958,Invasive_Tumor
33959,Invasive_Tumor
33960,Invasive_Tumor
33961,Invasive_Tumor
33962,Invasive_Tumor
33963,Endothelial
33964,Invasive_Tumor
33965,Stromal
33966,Stromal
33967,Unlabeled
33968,Invasive_Tumor
33969,Invasive_Tumor
33970,Endothelial
33971,Stromal
33972,CD8+_T_Cells
33973,Invasive_Tumor
33974,Invasive_Tumor
33975,Prolif_Invasive_Tumor
33976,Unlabeled
33977,Invasive_Tumor
33978,Invasive_Tumor
33979,Invasive_Tumor
33980,Invasive_Tumor
33981,Prolif_Invasive_Tumor
33982,Invasive_Tumor
33983,Invasive_Tumor
33984,Endothelial
33985,Invasive_Tumor
33986,Invasive_Tumor
33987,Invasive_Tumor
33988,Invasive_Tumor
33989,Invasive_Tumor
33990,Prolif_Invasive_Tumor
33991,Invasive_Tumor
33992,Macrophages_1
33993,Invasive_Tumor
33994,Invasive_Tumor
33995,Endothelial
33996,Endothelial
33997,Macrophages_1
33998,Invasive_Tumor
33999,CD8+_T_Cells
34000,Macrophages_1
34001,Invasive_Tumor
34002,Invasive_Tumor
34003,CD4+_T_Cells
34004,Invasive_Tumor
34005,Prolif_Invasive_Tumor
34006,Invasive_Tumor
34007,Invasive_Tumor
34008,Invasive_Tumor
34009,Stromal
34010,Invasive_Tumor
34011,Endothelial
34012,Invasive_Tumor
34013,Perivascular-Like
34014,Macrophages_1
34015,Invasive_Tumor
34016,Invasive_Tumor
34017,Invasive_Tumor
34018,Prolif_Invasive_Tumor
34019,Invasive_Tumor
34020,Prolif_Invasive_Tumor
34021,CD4+_T_Cells
34022,Endothelial
34023,CD4+_T_Cells
34024,Invasive_Tumor
34025,Prolif_Invasive_Tumor
34026,Prolif_Invasive_Tumor
34027,Prolif_Invasive_Tumor
34028,Prolif_Invasive_Tumor
34029,Stromal
34030,Unlabeled
34031,Invasive_Tumor
34032,Stromal
34033,Invasive_Tumor
34034,Invasive_Tumor
34035,Prolif_Invasive_Tumor
34036,Prolif_Invasive_Tumor
34037,Invasive_Tumor
34038,Prolif_Invasive_Tumor
34039,Invasive_Tumor
34040,Invasive_Tumor
34041,Invasive_Tumor
34042,Prolif_Invasive_Tumor
34043,Invasive_Tumor
34044,Invasive_Tumor
34045,Macrophages_1
34046,Invasive_Tumor
34047,Macrophages_1
34048,Invasive_Tumor
34049,Invasive_Tumor
34050,Invasive_Tumor
34051,Invasive_Tumor
34052,Invasive_Tumor
34053,Prolif_Invasive_Tumor
34054,Invasive_Tumor
34055,Invasive_Tumor
34056,Invasive_Tumor
34057,Invasive_Tumor
34058,Invasive_Tumor
34059,Invasive_Tumor
34060,Invasive_Tumor
34061,Invasive_Tumor
34062,Invasive_Tumor
34063,Invasive_Tumor
34064,Invasive_Tumor
34065,Invasive_Tumor
34066,Invasive_Tumor
34067,Invasive_Tumor
34068,Prolif_Invasive_Tumor
34069,Invasive_Tumor
34070,Invasive_Tumor
34071,Invasive_Tumor
34072,Invasive_Tumor
34073,Invasive_Tumor
34074,Invasive_Tumor
34075,Prolif_Invasive_Tumor
34076,Invasive_Tumor
34077,Invasive_Tumor
34078,Invasive_Tumor
34079,Invasive_Tumor
34080,Invasive_Tumor
34081,CD8+_T_Cells
34082,T_Cell_&_Tumor_Hybrid
34083,Invasive_Tumor
34084,Invasive_Tumor
34085,Prolif_Invasive_Tumor
34086,Invasive_Tumor
34087,CD8+_T_Cells
34088,Invasive_Tumor
34089,Invasive_Tumor
34090,Macrophages_1
34091,Invasive_Tumor
34092,B_Cells
34093,Macrophages_1
34094,B_Cells
34095,Unlabeled
34096,Invasive_Tumor
34097,Stromal
34098,Stromal
34099,Macrophages_1
34100,Prolif_Invasive_Tumor
34101,Invasive_Tumor
34102,Prolif_Invasive_Tumor
34103,Invasive_Tumor
34104,Stromal
34105,Invasive_Tumor
34106,CD8+_T_Cells
34107,Prolif_Invasive_Tumor
34108,Macrophages_1
34109,Invasive_Tumor
34110,Prolif_Invasive_Tumor
34111,Macrophages_1
34112,Invasive_Tumor
34113,Invasive_Tumor
34114,Invasive_Tumor
34115,Prolif_Invasive_Tumor
34116,Stromal
34117,Invasive_Tumor
34118,Invasive_Tumor
34119,Invasive_Tumor
34120,Invasive_Tumor
34121,Unlabeled
34122,Invasive_Tumor
34123,Invasive_Tumor
34124,CD4+_T_Cells
34125,Invasive_Tumor
34126,Invasive_Tumor
34127,Stromal
34128,Invasive_Tumor
34129,Unlabeled
34130,Invasive_Tumor
34131,Endothelial
34132,Endothelial
34133,Macrophages_1
34134,Invasive_Tumor
34135,Macrophages_1
34136,Invasive_Tumor
34137,Invasive_Tumor
34138,Invasive_Tumor
34139,Endothelial
34140,Invasive_Tumor
34141,Invasive_Tumor
34142,Invasive_Tumor
34143,Stromal
34144,Invasive_Tumor
34145,Invasive_Tumor
34146,Invasive_Tumor
34147,Stromal
34148,Endothelial
34149,Invasive_Tumor
34150,Invasive_Tumor
34151,Invasive_Tumor
34152,Stromal
34153,Endothelial
34154,Invasive_Tumor
34155,Prolif_Invasive_Tumor
34156,Invasive_Tumor
34157,Invasive_Tumor
34158,Endothelial
34159,Macrophages_1
34160,Invasive_Tumor
34161,Invasive_Tumor
34162,Invasive_Tumor
34163,Invasive_Tumor
34164,Invasive_Tumor
34165,Stromal
34166,Stromal
34167,Endothelial
34168,Endothelial
34169,Endothelial
34170,Stromal
34171,Stromal
34172,Endothelial
34173,Unlabeled
34174,Stromal
34175,Endothelial
34176,Stromal
34177,Stromal
34178,B_Cells
34179,CD8+_T_Cells
34180,Invasive_Tumor
34181,Macrophages_1
34182,Stromal
34183,B_Cells
34184,Stromal
34185,Macrophages_1
34186,Stromal
34187,B_Cells
34188,Macrophages_1
34189,Macrophages_1
34190,Macrophages_1
34191,Macrophages_1
34192,CD4+_T_Cells
34193,Macrophages_1
34194,B_Cells
34195,Macrophages_1
34196,Macrophages_1
34197,B_Cells
34198,B_Cells
34199,Invasive_Tumor
34200,B_Cells
34201,Stromal
34202,Macrophages_1
34203,B_Cells
34204,Macrophages_1
34205,B_Cells
34206,Macrophages_1
34207,CD4+_T_Cells
34208,CD4+_T_Cells
34209,Macrophages_1
34210,CD4+_T_Cells
34211,Unlabeled
34212,B_Cells
34213,CD4+_T_Cells
34214,Invasive_Tumor
34215,CD8+_T_Cells
34216,B_Cells
34217,CD4+_T_Cells
34218,CD4+_T_Cells
34219,Invasive_Tumor
34220,Invasive_Tumor
34221,Invasive_Tumor
34222,Invasive_Tumor
34223,Prolif_Invasive_Tumor
34224,Invasive_Tumor
34225,Stromal
34226,Invasive_Tumor
34227,Invasive_Tumor
34228,Invasive_Tumor
34229,Invasive_Tumor
34230,Invasive_Tumor
34231,Invasive_Tumor
34232,Invasive_Tumor
34233,Invasive_Tumor
34234,Invasive_Tumor
34235,Invasive_Tumor
34236,Invasive_Tumor
34237,Invasive_Tumor
34238,Macrophages_1
34239,Invasive_Tumor
34240,Invasive_Tumor
34241,Macrophages_1
34242,T_Cell_&_Tumor_Hybrid
34243,Invasive_Tumor
34244,Invasive_Tumor
34245,Invasive_Tumor
34246,Invasive_Tumor
34247,Prolif_Invasive_Tumor
34248,Invasive_Tumor
34249,Invasive_Tumor
34250,DCIS_1
34251,Invasive_Tumor
34252,Stromal
34253,Macrophages_1
34254,Invasive_Tumor
34255,Prolif_Invasive_Tumor
34256,Invasive_Tumor
34257,Invasive_Tumor
34258,Invasive_Tumor
34259,DCIS_1
34260,Invasive_Tumor
34261,Invasive_Tumor
34262,DCIS_2
34263,Invasive_Tumor
34264,Invasive_Tumor
34265,Invasive_Tumor
34266,Invasive_Tumor
34267,Stromal
34268,Invasive_Tumor
34269,Invasive_Tumor
34270,Invasive_Tumor
34271,Invasive_Tumor
34272,Invasive_Tumor
34273,Invasive_Tumor
34274,Invasive_Tumor
34275,Unlabeled
34276,Macrophages_1
34277,Invasive_Tumor
34278,Invasive_Tumor
34279,Invasive_Tumor
34280,Invasive_Tumor
34281,Invasive_Tumor
34282,Macrophages_1
34283,Invasive_Tumor
34284,Macrophages_1
34285,Invasive_Tumor
34286,Macrophages_1
34287,Invasive_Tumor
34288,Invasive_Tumor
34289,Invasive_Tumor
34290,Prolif_Invasive_Tumor
34291,Stromal
34292,Endothelial
34293,Prolif_Invasive_Tumor
34294,Prolif_Invasive_Tumor
34295,Endothelial
34296,Invasive_Tumor
34297,Invasive_Tumor
34298,CD8+_T_Cells
34299,Prolif_Invasive_Tumor
34300,Invasive_Tumor
34301,CD4+_T_Cells
34302,Endothelial
34303,Unlabeled
34304,Invasive_Tumor
34305,Invasive_Tumor
34306,Invasive_Tumor
34307,Invasive_Tumor
34308,Endothelial
34309,Endothelial
34310,Invasive_Tumor
34311,Invasive_Tumor
34312,Stromal
34313,Invasive_Tumor
34314,Prolif_Invasive_Tumor
34315,Invasive_Tumor
34316,Endothelial
34317,Prolif_Invasive_Tumor
34318,Stromal
34319,Invasive_Tumor
34320,Invasive_Tumor
34321,Invasive_Tumor
34322,Invasive_Tumor
34323,Invasive_Tumor
34324,Invasive_Tumor
34325,Invasive_Tumor
34326,Invasive_Tumor
34327,Invasive_Tumor
34328,Invasive_Tumor
34329,Invasive_Tumor
34330,Invasive_Tumor
34331,Invasive_Tumor
34332,Invasive_Tumor
34333,Invasive_Tumor
34334,Invasive_Tumor
34335,Stromal
34336,Invasive_Tumor
34337,Invasive_Tumor
34338,Invasive_Tumor
34339,Invasive_Tumor
34340,Invasive_Tumor
34341,Invasive_Tumor
34342,Stromal
34343,Stromal
34344,Invasive_Tumor
34345,Macrophages_1
34346,Stromal
34347,Invasive_Tumor
34348,Invasive_Tumor
34349,Endothelial
34350,Endothelial
34351,Invasive_Tumor
34352,Invasive_Tumor
34353,Stromal
34354,Stromal
34355,Invasive_Tumor
34356,Invasive_Tumor
34357,DCIS_1
34358,Macrophages_1
34359,Invasive_Tumor
34360,Stromal
34361,B_Cells
34362,Stromal
34363,Invasive_Tumor
34364,Invasive_Tumor
34365,Invasive_Tumor
34366,Invasive_Tumor
34367,Invasive_Tumor
34368,Invasive_Tumor
34369,Invasive_Tumor
34370,Invasive_Tumor
34371,Prolif_Invasive_Tumor
34372,Invasive_Tumor
34373,Invasive_Tumor
34374,Invasive_Tumor
34375,Invasive_Tumor
34376,Invasive_Tumor
34377,Invasive_Tumor
34378,Invasive_Tumor
34379,Invasive_Tumor
34380,Invasive_Tumor
34381,Invasive_Tumor
34382,Macrophages_1
34383,Invasive_Tumor
34384,Invasive_Tumor
34385,Invasive_Tumor
34386,Invasive_Tumor
34387,Invasive_Tumor
34388,Invasive_Tumor
34389,Invasive_Tumor
34390,Invasive_Tumor
34391,Invasive_Tumor
34392,Stromal
34393,Unlabeled
34394,Invasive_Tumor
34395,Invasive_Tumor
34396,Invasive_Tumor
34397,Macrophages_1
34398,CD8+_T_Cells
34399,Macrophages_1
34400,Prolif_Invasive_Tumor
34401,Invasive_Tumor
34402,Stromal
34403,Invasive_Tumor
34404,Invasive_Tumor
34405,Unlabeled
34406,Invasive_Tumor
34407,Invasive_Tumor
34408,Invasive_Tumor
34409,Invasive_Tumor
34410,Invasive_Tumor
34411,Invasive_Tumor
34412,Invasive_Tumor
34413,Macrophages_1
34414,Prolif_Invasive_Tumor
34415,Invasive_Tumor
34416,Invasive_Tumor
34417,Invasive_Tumor
34418,Stromal
34419,Prolif_Invasive_Tumor
34420,Invasive_Tumor
34421,Invasive_Tumor
34422,Invasive_Tumor
34423,Invasive_Tumor
34424,Stromal
34425,Invasive_Tumor
34426,Macrophages_1
34427,Invasive_Tumor
34428,Invasive_Tumor
34429,Invasive_Tumor
34430,Prolif_Invasive_Tumor
34431,Invasive_Tumor
34432,T_Cell_&_Tumor_Hybrid
34433,Invasive_Tumor
34434,Invasive_Tumor
34435,Invasive_Tumor
34436,Invasive_Tumor
34437,Invasive_Tumor
34438,Invasive_Tumor
34439,Invasive_Tumor
34440,Invasive_Tumor
34441,Invasive_Tumor
34442,Prolif_Invasive_Tumor
34443,Invasive_Tumor
34444,Invasive_Tumor
34445,Invasive_Tumor
34446,Invasive_Tumor
34447,Invasive_Tumor
34448,Invasive_Tumor
34449,Prolif_Invasive_Tumor
34450,Prolif_Invasive_Tumor
34451,Invasive_Tumor
34452,Macrophages_1
34453,Stromal
34454,Invasive_Tumor
34455,Invasive_Tumor
34456,Prolif_Invasive_Tumor
34457,Invasive_Tumor
34458,Invasive_Tumor
34459,Invasive_Tumor
34460,Invasive_Tumor
34461,Invasive_Tumor
34462,Invasive_Tumor
34463,Invasive_Tumor
34464,Invasive_Tumor
34465,Macrophages_1
34466,Invasive_Tumor
34467,Invasive_Tumor
34468,Stromal
34469,Invasive_Tumor
34470,Invasive_Tumor
34471,T_Cell_&_Tumor_Hybrid
34472,Macrophages_1
34473,Invasive_Tumor
34474,Invasive_Tumor
34475,Invasive_Tumor
34476,Invasive_Tumor
34477,Invasive_Tumor
34478,Invasive_Tumor
34479,Invasive_Tumor
34480,Invasive_Tumor
34481,Invasive_Tumor
34482,Invasive_Tumor
34483,Invasive_Tumor
34484,Invasive_Tumor
34485,Invasive_Tumor
34486,Invasive_Tumor
34487,Invasive_Tumor
34488,Invasive_Tumor
34489,Invasive_Tumor
34490,Invasive_Tumor
34491,Invasive_Tumor
34492,Invasive_Tumor
34493,Invasive_Tumor
34494,Macrophages_1
34495,Invasive_Tumor
34496,Invasive_Tumor
34497,Invasive_Tumor
34498,Invasive_Tumor
34499,Invasive_Tumor
34500,Macrophages_1
34501,Invasive_Tumor
34502,Invasive_Tumor
34503,Endothelial
34504,Invasive_Tumor
34505,Invasive_Tumor
34506,Invasive_Tumor
34507,Invasive_Tumor
34508,Invasive_Tumor
34509,Invasive_Tumor
34510,Invasive_Tumor
34511,Invasive_Tumor
34512,Invasive_Tumor
34513,Invasive_Tumor
34514,Invasive_Tumor
34515,Invasive_Tumor
34516,Invasive_Tumor
34517,Invasive_Tumor
34518,Invasive_Tumor
34519,Invasive_Tumor
34520,Invasive_Tumor
34521,B_Cells
34522,Invasive_Tumor
34523,Invasive_Tumor
34524,Prolif_Invasive_Tumor
34525,Prolif_Invasive_Tumor
34526,Invasive_Tumor
34527,Invasive_Tumor
34528,Invasive_Tumor
34529,Prolif_Invasive_Tumor
34530,Invasive_Tumor
34531,Invasive_Tumor
34532,Invasive_Tumor
34533,Invasive_Tumor
34534,Prolif_Invasive_Tumor
34535,Invasive_Tumor
34536,Invasive_Tumor
34537,Invasive_Tumor
34538,Macrophages_1
34539,Invasive_Tumor
34540,Prolif_Invasive_Tumor
34541,Invasive_Tumor
34542,Invasive_Tumor
34543,Invasive_Tumor
34544,Endothelial
34545,Invasive_Tumor
34546,Invasive_Tumor
34547,Invasive_Tumor
34548,Invasive_Tumor
34549,Invasive_Tumor
34550,Invasive_Tumor
34551,Invasive_Tumor
34552,Invasive_Tumor
34553,Invasive_Tumor
34554,Invasive_Tumor
34555,Invasive_Tumor
34556,Invasive_Tumor
34557,Invasive_Tumor
34558,Macrophages_1
34559,Endothelial
34560,Invasive_Tumor
34561,Prolif_Invasive_Tumor
34562,Invasive_Tumor
34563,Invasive_Tumor
34564,Invasive_Tumor
34565,Invasive_Tumor
34566,Invasive_Tumor
34567,Invasive_Tumor
34568,Invasive_Tumor
34569,Invasive_Tumor
34570,Invasive_Tumor
34571,Invasive_Tumor
34572,Invasive_Tumor
34573,Invasive_Tumor
34574,Endothelial
34575,Invasive_Tumor
34576,Invasive_Tumor
34577,Stromal
34578,Invasive_Tumor
34579,Unlabeled
34580,Invasive_Tumor
34581,Invasive_Tumor
34582,Invasive_Tumor
34583,DCIS_2
34584,Invasive_Tumor
34585,Invasive_Tumor
34586,Invasive_Tumor
34587,Invasive_Tumor
34588,Prolif_Invasive_Tumor
34589,Invasive_Tumor
34590,Invasive_Tumor
34591,Invasive_Tumor
34592,Invasive_Tumor
34593,Invasive_Tumor
34594,Invasive_Tumor
34595,Invasive_Tumor
34596,Invasive_Tumor
34597,Prolif_Invasive_Tumor
34598,Invasive_Tumor
34599,Invasive_Tumor
34600,Invasive_Tumor
34601,Prolif_Invasive_Tumor
34602,Invasive_Tumor
34603,Invasive_Tumor
34604,Invasive_Tumor
34605,Invasive_Tumor
34606,Stromal
34607,Invasive_Tumor
34608,Invasive_Tumor
34609,Invasive_Tumor
34610,Invasive_Tumor
34611,Invasive_Tumor
34612,Endothelial
34613,Unlabeled
34614,Macrophages_1
34615,Prolif_Invasive_Tumor
34616,Invasive_Tumor
34617,Invasive_Tumor
34618,Invasive_Tumor
34619,Invasive_Tumor
34620,Invasive_Tumor
34621,Invasive_Tumor
34622,Invasive_Tumor
34623,Invasive_Tumor
34624,Invasive_Tumor
34625,Invasive_Tumor
34626,Invasive_Tumor
34627,Invasive_Tumor
34628,Invasive_Tumor
34629,Invasive_Tumor
34630,Invasive_Tumor
34631,Invasive_Tumor
34632,Invasive_Tumor
34633,Invasive_Tumor
34634,Prolif_Invasive_Tumor
34635,Invasive_Tumor
34636,Invasive_Tumor
34637,DCIS_1
34638,Invasive_Tumor
34639,Invasive_Tumor
34640,Invasive_Tumor
34641,Stromal
34642,Invasive_Tumor
34643,Invasive_Tumor
34644,Prolif_Invasive_Tumor
34645,Invasive_Tumor
34646,Invasive_Tumor
34647,Invasive_Tumor
34648,Invasive_Tumor
34649,Invasive_Tumor
34650,Stromal
34651,Unlabeled
34652,Invasive_Tumor
34653,Stromal
34654,Invasive_Tumor
34655,Invasive_Tumor
34656,Stromal
34657,Invasive_Tumor
34658,Invasive_Tumor
34659,Invasive_Tumor
34660,Prolif_Invasive_Tumor
34661,Invasive_Tumor
34662,Invasive_Tumor
34663,Prolif_Invasive_Tumor
34664,Invasive_Tumor
34665,Invasive_Tumor
34666,Invasive_Tumor
34667,Invasive_Tumor
34668,Invasive_Tumor
34669,Invasive_Tumor
34670,Invasive_Tumor
34671,Invasive_Tumor
34672,Invasive_Tumor
34673,DCIS_1
34674,Prolif_Invasive_Tumor
34675,Invasive_Tumor
34676,Invasive_Tumor
34677,Invasive_Tumor
34678,Invasive_Tumor
34679,Invasive_Tumor
34680,Invasive_Tumor
34681,Invasive_Tumor
34682,Invasive_Tumor
34683,Stromal
34684,Prolif_Invasive_Tumor
34685,Invasive_Tumor
34686,Stromal
34687,Invasive_Tumor
34688,Stromal
34689,Invasive_Tumor
34690,Invasive_Tumor
34691,Prolif_Invasive_Tumor
34692,Invasive_Tumor
34693,Stromal
34694,CD4+_T_Cells
34695,Stromal_&_T_Cell_Hybrid
34696,Invasive_Tumor
34697,Invasive_Tumor
34698,Invasive_Tumor
34699,Invasive_Tumor
34700,B_Cells
34701,Macrophages_1
34702,Invasive_Tumor
34703,Macrophages_1
34704,Prolif_Invasive_Tumor
34705,Macrophages_1
34706,Perivascular-Like
34707,Macrophages_1
34708,Invasive_Tumor
34709,Stromal
34710,Macrophages_1
34711,Endothelial
34712,Invasive_Tumor
34713,CD8+_T_Cells
34714,Invasive_Tumor
34715,Macrophages_1
34716,Invasive_Tumor
34717,Invasive_Tumor
34718,Endothelial
34719,Invasive_Tumor
34720,B_Cells
34721,Macrophages_1
34722,Invasive_Tumor
34723,Endothelial
34724,Stromal
34725,Macrophages_1
34726,Invasive_Tumor
